1213,1,78483,3.10,1,71779,8.54,71779,8.54,,2,46859,15.82,2,42414,9.49,114193,8.89,,3,37858,5.53,3,34897,7.82,149090,8.65,,4,35724,17.49,4,36719,2.79,185809,6.59,,5,49849,7.31,5,47299,5.12,233108,6.30,,6,46321,34.47,6,59092,27.57,292200,0.98,,7,85642,5.53,7,87390,2.04,379590,0.30,,8,93860,0.61,8,,,,,,9,61395,27.01,9,,,,,,10,42390,8.56,10,,,,,,11,32994,28.89,11,,,,,,12,38138,25.05,12,,,,,
1215,1,1647288,15.82,1,1767920,7.32,1767920,7.32,,2,1415146,11.17,2,1477686,4.42,3245606,5.98,,3,1719901,10.23,3,1711634,0.48,4957240,3.66,,4,1525910,13.03,4,1686807,10.54,6644047,5.32,,5,1617758,9.93,5,1845422,14.07,8489469,7.11,,6,1652528,8.97,6,1730988,4.75,10220457,6.70,,7,1665365,6.00,7,1898449,14.00,12118906,7.78,,8,1814892,11.30,8,,,,,,9,1700740,10.98,9,,,,,,10,1689595,9.71,10,,,,,,11,1699007,7.44,11,,,,,,12,1716870,0.39,12,,,,,
1216,1,34772056,13.92,1,38161968,9.75,38161968,9.75,,2,28430863,6.87,2,30250749,6.40,68412717,8.24,,3,32926233,8.00,3,35875546,8.96,104288263,8.49,,4,32149960,4.90,4,35313668,9.84,139601931,8.83,,5,33849168,3.78,5,37995651,12.25,177597582,9.54,,6,34105063,4.83,6,37048407,8.63,214645989,9.38,,7,35072216,1.41,7,38128163,8.71,252774152,9.28,,8,37940819,1.50,8,,,,,,9,35792013,0.77,9,,,,,,10,33118533,2.44,10,,,,,,11,31140541,1.66,11,,,,,,12,30552612,1.55,12,,,,,
1217,1,391125,7.64,1,373733,4.45,373733,4.45,,2,257183,7.40,2,290269,12.86,664003,2.42,,3,286108,7.69,3,364432,27.38,1028435,10.06,,4,271972,2.22,4,252532,7.15,1280966,6.18,,5,316091,2.47,5,316505,0.13,1597471,4.93,,6,341617,17.36,6,377313,10.45,1974784,5.94,,7,457971,0.89,7,478884,4.57,2453668,5.67,,8,592995,1.08,8,,,,,,9,456849,35.34,9,,,,,,10,261965,1.56,10,,,,,,11,253185,2.77,11,,,,,,12,246169,15.77,12,,,,,
1218,1,699446,3.55,1,687725,1.68,687725,1.68,,2,526314,4.18,2,524076,0.43,1211801,1.14,,3,641625,7.76,3,656123,2.26,1867924,0.03,,4,584450,7.05,4,656563,12.34,2524487,2.96,,5,675297,2.81,5,714359,5.78,3238846,3.57,,6,639677,9.19,6,658400,2.93,3897246,3.46,,7,680900,12.49,7,741507,8.90,4638753,4.30,,8,770210,8.43,8,,,,,,9,702927,2.58,9,,,,,,10,646029,3.06,10,,,,,,11,546892,16.06,11,,,,,,12,589954,9.40,12,,,,,
1219,1,1008902,12.18,1,1008526,0.04,1008526,0.04,,2,856122,0.07,2,808692,5.54,1817218,2.56,,3,963379,11.43,3,1053098,9.31,2870316,1.48,,4,836562,4.17,4,1019797,21.90,3890159,6.14,,5,824973,5.96,5,1040713,26.15,4930870,9.82,,6,862947,12.45,6,920626,6.68,5851496,9.31,,7,822215,7.66,7,946749,15.15,6797917,10.09,,8,937701,3.35,8,,,,,,9,905236,4.81,9,,,,,,10,911115,1.83,10,,,,,,11,917403,11.62,11,,,,,,12,979504,2.57,12,,,,,
1220,1,191334,21.40,1,240011,25.44,240011,25.44,,2,132487,17.58,2,129527,2.23,369538,14.12,,3,173090,28.53,3,204990,18.43,574528,15.62,,4,155625,36.20,4,201953,29.77,776481,18.99,,5,192649,30.01,5,214200,11.19,990681,17.21,,6,220289,16.17,6,213619,3.03,1204300,13.03,,7,193446,16.76,7,225840,16.75,1430140,13.60,,8,244596,6.60,8,,,,,,9,196312,3.15,9,,,,,,10,187754,26.21,10,,,,,,11,253547,14.19,11,,,,,,12,225477,13.30,12,,,,,
1225,1,889754,5.07,1,1031250,15.90,1031250,15.90,,2,767569,4.50,2,788933,2.78,1820183,9.83,,3,973879,10.33,3,974488,0.06,2794671,6.21,,4,892975,2.65,4,897122,0.46,3691793,4.76,,5,865153,2.56,5,906043,4.73,4597836,4.75,,6,882238,0.07,6,865271,1.92,5463107,3.63,,7,894039,1.28,7,958539,7.21,6421646,4.15,,8,919990,3.48,8,,,,,,9,884524,4.12,9,,,,,,10,874672,7.12,10,,,,,,11,950447,6.30,11,,,,,,12,962073,7.08,12,,,,,
1227,1,3473609,19.32,1,3980082,14.58,3980082,14.58,,2,1414397,14.61,2,1996808,41.18,5976890,22.28,,3,1603176,9.79,3,1437583,10.33,7414473,14.22,,4,1712813,4.27,4,1389082,18.90,8803555,7.31,,5,1880018,9.18,5,1738673,7.52,10542228,4.54,,6,1911994,2.28,6,1879768,1.69,12421996,3.55,,7,1834591,0.70,7,1807245,1.49,14229241,2.88,,8,2444037,0.88,8,,,,,,9,3096087,16.99,9,,,,,,10,2094827,11.25,10,,,,,,11,2291703,7.63,11,,,,,,12,2733418,13.52,12,,,,,
1229,1,391808,20.28,1,444041,13.33,444041,13.33,,2,329426,6.17,2,331407,0.60,775448,7.52,,3,419770,10.29,3,448994,6.96,1224442,7.31,,4,398574,10.93,4,402230,0.92,1626672,5.66,,5,390338,13.83,5,443093,13.52,2069765,7.25,,6,404389,6.14,6,418537,3.50,2488302,6.60,,7,397310,11.67,7,433298,9.06,2921600,6.96,,8,417191,5.43,8,,,,,,9,404314,2.74,9,,,,,,10,407067,2.81,10,,,,,,11,413675,7.57,11,,,,,,12,445060,3.16,12,,,,,
1231,1,681056,6.86,1,806520,18.42,806520,18.42,,2,503680,13.08,2,583338,15.82,1389858,17.31,,3,578160,12.23,3,627092,8.46,2016950,14.41,,4,499142,7.43,4,532319,6.65,2549269,12.70,,5,549624,13.02,5,606265,10.31,3155534,12.23,,6,580384,3.54,6,612393,5.52,3767927,11.08,,7,653989,6.51,7,764187,16.85,4532114,12.01,,8,699942,17.93,8,,,,,,9,566665,4.13,9,,,,,,10,575902,12.76,10,,,,,,11,557274,4.74,11,,,,,,12,582256,19.10,12,,,,,
1232,1,1604792,15.27,1,1400426,12.73,1400426,12.73,,2,1254503,10.75,2,1215211,3.13,2615638,8.52,,3,1529407,9.05,3,1502080,1.79,4117718,6.17,,4,1340101,2.28,4,1392479,3.91,5510197,3.82,,5,1394449,2.33,5,1426938,2.33,6937135,2.61,,6,1325815,8.25,6,1444955,8.99,8382090,0.79,,7,1399147,9.14,7,1432128,2.36,9814218,0.35,,8,1439903,10.13,8,,,,,,9,1411977,0.01,9,,,,,,10,1359056,10.73,10,,,,,,11,1405095,11.31,11,,,,,,12,1420097,8.48,12,,,,,
1233,1,240083,9.61,1,197963,17.54,197963,17.54,,2,148173,17.08,2,191007,28.91,388970,0.18,,3,161923,2.01,3,166183,2.63,555153,0.90,,4,166068,0.57,4,166293,0.14,721446,0.73,,5,194381,12.43,5,195663,0.66,917109,0.71,,6,161165,10.24,6,178847,10.97,1095956,2.25,,7,169865,3.86,7,169043,0.48,1264999,1.88,,8,181031,0.44,8,,,,,,9,186498,7.96,9,,,,,,10,163721,2.67,10,,,,,,11,189012,1.30,11,,,,,,12,190521,2.17,12,,,,,
1234,1,940172,35.56,1,881127,6.28,881127,6.28,,2,654021,16.64,2,756264,15.63,1637391,2.71,,3,615447,22.76,3,678377,10.23,2315768,4.80,,4,517614,13.74,4,667340,28.93,2983108,9.38,,5,811723,10.13,5,769606,5.19,3752714,6.04,,6,840601,0.07,6,701461,16.55,4454175,1.70,,7,910702,1.65,7,813423,10.68,5267598,0.43,,8,950524,1.61,8,,,,,,9,805520,3.36,9,,,,,,10,753622,7.97,10,,,,,,11,691728,9.94,11,,,,,,12,601077,12.69,12,,,,,
1235,1,3561,22.04,1,2099,41.06,2099,41.06,,2,2819,65.20,2,1394,50.55,3493,45.25,,3,4230,34.49,3,2540,39.95,6033,43.14,,4,4245,24.72,4,2039,51.97,8072,45.66,,5,4817,51.43,5,2823,41.40,10895,44.62,,6,5193,78.71,6,2617,49.61,13512,45.66,,7,4710,36.21,7,3400,27.81,16913,42.81,,8,8662,46.48,8,,,,,,9,25839,30.86,9,,,,,,10,5169,25.33,10,,,,,,11,4264,15.90,11,,,,,,12,3359,44.61,12,,,,,
1236,1,224932,31.92,1,270908,20.44,270908,20.44,,2,106142,19.83,2,157336,48.23,428245,29.35,,3,116692,17.64,3,143298,22.80,571543,27.64,,4,117521,2.29,4,122198,3.98,693741,22.72,,5,114563,1.15,5,98968,13.61,792708,16.60,,6,109990,7.23,6,106199,3.45,898907,13.81,,7,122414,15.27,7,168979,38.04,1067886,17.06,,8,144395,6.46,8,,,,,,9,233746,4.18,9,,,,,,10,155260,1.81,10,,,,,,11,165377,2.74,11,,,,,,12,267939,18.10,12,,,,,
1256,1,210190,8.18,1,308586,46.81,308586,46.81,,2,213094,125.43,2,94682,55.57,404726,4.41,,3,197645,7.01,3,295478,49.50,699916,12.59,,4,226345,5.50,4,280840,24.08,980756,15.66,,5,278124,5.98,5,327761,17.85,1308526,16.20,,6,296192,12.02,6,326197,10.13,1634716,14.95,,7,301057,4.76,7,332967,10.60,1967683,14.19,,8,338792,7.86,8,,,,,,9,343372,14.36,9,,,,,,10,172155,30.67,10,,,,,,11,151745,10.38,11,,,,,,12,185282,9.54,12,,,,,
1262,1,594543,18.76,1,540385,9.11,540385,9.11,,2,765808,70.32,2,348520,54.49,890268,34.66,,3,788454,42.37,3,385727,51.08,1276116,40.73,,4,686932,22.39,4,306698,55.35,1583950,44.22,,5,523210,10.81,5,293067,43.99,1878156,44.09,,6,393251,33.30,6,258996,34.14,2137649,43.02,,7,340011,42.47,7,271416,20.17,2407590,41.18,,8,308041,48.01,8,,,,,,9,460924,17.92,9,,,,,,10,390486,32.93,10,,,,,,11,506708,17.04,11,,,,,,12,529301,26.47,12,,,,,
1301,1,14807514,4.58,1,19156751,29.37,19156751,29.37,,2,14967527,34.09,2,14112249,5.71,33269000,11.73,,3,18020955,3.21,3,20898368,15.97,54167368,13.33,,4,16546119,8.83,4,19555897,18.19,73723265,14.58,,5,17871121,20.01,5,22361241,25.13,96084506,16.87,,6,17948278,22.06,6,20558945,14.55,116643451,16.46,,7,16975872,14.56,7,19496181,14.85,136139632,16.22,,8,18909653,32.88,8,,,,,,9,17594800,34.36,9,,,,,,10,16581143,9.57,10,,,,,,11,18616550,6.87,11,,,,,,12,17870221,0.13,12,,,,,
1303,1,23998463,13.47,1,29161203,21.51,29161203,21.51,,2,22900325,23.19,2,23999666,4.80,53160869,13.35,,3,25777365,0.19,3,29059122,12.73,82219991,13.13,,4,24262987,2.73,4,27904180,15.01,110124171,13.60,,5,24608089,5.50,5,30047319,22.10,140171490,15.32,,6,25234496,18.47,6,28502591,12.95,168674081,14.91,,7,25272847,11.22,7,28430574,12.49,197104655,14.56,,8,26000918,12.09,8,,,,,,9,26587765,15.69,9,,,,,,10,26062520,14.46,10,,,,,,11,27390672,12.49,11,,,,,,12,28043505,9.71,12,,,,,
1304,1,4301214,1.64,1,5546802,28.96,5546802,28.96,,2,4465094,27.06,2,3891148,12.85,9437950,7.66,,3,5134632,3.65,3,5226687,1.79,14664637,5.49,,4,4640413,2.77,4,5025991,8.31,19690628,6.20,,5,4476009,4.03,5,5599285,25.10,25289913,9.87,,6,4842862,7.03,6,5048260,4.24,30338173,8.89,,7,4711283,9.76,7,5326175,13.05,35664348,9.50,,8,5002910,15.36,8,,,,,,9,5279293,28.96,9,,,,,,10,4754780,8.40,10,,,,,,11,5204398,4.29,11,,,,,,12,5325861,7.23,12,,,,,
1305,1,1075589,10.23,1,1551201,44.22,1551201,44.22,,2,1234618,5.94,2,1191222,3.51,2742423,18.71,,3,1380986,1.51,3,1401774,1.51,4144197,12.27,,4,1155362,6.43,4,1031531,10.72,5175728,6.79,,5,1153453,3.31,5,1360529,17.95,6536258,8.94,,6,1314431,11.75,6,1286392,2.13,7822650,6.95,,7,1189222,3.76,7,1289182,8.41,9111832,7.15,,8,1239926,6.64,8,,,,,,9,1184397,12.66,9,,,,,,10,1090093,5.01,10,,,,,,11,1184875,7.88,11,,,,,,12,1498559,27.06,12,,,,,
1307,1,740752,23.73,1,782396,5.62,782396,5.62,,2,871533,8.74,2,598839,31.29,1381235,14.33,,3,1089339,16.10,3,1004127,7.82,2385362,11.71,,4,801013,13.51,4,725122,9.47,3110484,11.20,,5,794969,0.67,5,695464,12.52,3805948,11.44,,6,759817,3.49,6,652459,14.13,4458407,11.84,,7,770144,1.81,7,880529,14.33,5338936,8.38,,8,928557,0.55,8,,,,,,9,896942,8.66,9,,,,,,10,782311,19.77,10,,,,,,11,712095,22.83,11,,,,,,12,707884,17.97,12,,,,,
1308,1,419813,2.81,1,438679,4.49,438679,4.49,,2,539426,38.96,2,397145,26.38,835824,12.87,,3,571410,11.22,3,490319,14.19,1326143,13.36,,4,495433,6.15,4,511607,3.26,1837750,9.30,,5,487212,31.00,5,615776,26.39,2453526,2.38,,6,582870,30.71,6,507832,12.87,2961358,4.35,,7,484002,4.49,7,522271,7.91,3483629,2.70,,8,641144,30.38,8,,,,,,9,585591,30.38,9,,,,,,10,574113,22.88,10,,,,,,11,548296,3.67,11,,,,,,12,473599,34.38,12,,,,,
1309,1,1496922,19.15,1,1937171,29.41,1937171,29.41,,2,1386209,60.35,2,1189933,14.16,3127104,8.46,,3,1640380,4.65,3,1713650,4.47,4840754,7.01,,4,1540756,9.19,4,1926644,25.05,6767398,11.59,,5,1482436,8.70,5,2135878,44.08,8903276,17.98,,6,1590054,14.55,6,1883620,18.46,10786896,18.06,,7,1581711,27.34,7,2013339,27.29,12800235,19.42,,8,1621952,19.05,8,,,,,,9,2007684,59.76,9,,,,,,10,1724003,21.27,10,,,,,,11,1907532,19.35,11,,,,,,12,1847529,9.71,12,,,,,
1310,1,1241722,11.98,1,1358715,9.42,1358715,9.42,,2,1161500,8.03,2,1312915,13.04,2671630,11.17,,3,1115527,15.86,3,1332672,19.47,4004302,13.80,,4,1200740,0.41,4,1293172,7.70,5297474,12.25,,5,1202728,12.62,5,1372041,14.08,6669515,12.62,,6,1177040,17.62,6,1406472,19.49,8075987,13.76,,7,1233931,4.77,7,1169130,5.25,9245117,10.94,,8,1291990,8.87,8,,,,,,9,1321553,17.13,9,,,,,,10,1231120,6.73,10,,,,,,11,1266319,0.12,11,,,,,,12,1302729,5.75,12,,,,,
1312,1,2003644,41.94,1,2350511,17.31,2350511,17.31,,2,1630348,19.81,2,1867306,14.53,4217818,16.07,,3,1760316,2.01,3,2196810,24.80,6414628,18.91,,4,1760962,30.27,4,1834146,4.16,8248774,15.28,,5,1853088,30.48,5,1813414,2.14,10062188,11.70,,6,1956070,10.58,6,2225621,13.78,12287809,12.07,,7,1903108,15.54,7,2354001,23.69,14641810,13.79,,8,2142768,19.61,8,,,,,,9,2064839,31.65,9,,,,,,10,2025626,12.65,10,,,,,,11,2117330,12.25,11,,,,,,12,2139805,0.61,12,,,,,
1313,1,3014388,7.05,1,5413681,79.59,5413681,79.59,,2,3346134,55.89,2,2594276,22.47,8042090,27.30,,3,4377937,19.72,3,5523532,26.17,13570480,27.53,,4,4175351,17.37,4,5740646,37.49,19354629,31.23,,5,4377635,36.65,5,5812236,32.77,25230697,32.48,,6,4074576,13.65,6,4772075,17.12,30040066,30.07,,7,3968662,9.61,7,4511081,13.67,34504579,27.41,,8,4307176,36.45,8,,,,,,9,4657393,33.07,9,,,,,,10,4161561,0.62,10,,,,,,11,5034585,3.73,11,,,,,,12,5144530,11.02,12,,,,,
1314,1,3039280,63.38,1,3291109,8.29,3291109,8.29,,2,2820972,86.70,2,2923021,3.62,6214130,6.04,,3,3156497,62.77,3,3286055,4.10,9500185,5.36,,4,2549563,23.37,4,3058618,19.97,12558803,8.58,,5,2162240,6.80,5,3043541,40.76,15602344,13.65,,6,2771949,33.25,6,3340088,20.50,18942432,14.80,,7,2667041,8.32,7,3686060,38.21,22628492,18.06,,8,2852638,4.62,8,,,,,,9,2368886,1.88,9,,,,,,10,2542398,10.77,10,,,,,,11,3017720,63.82,11,,,,,,12,3386948,57.21,12,,,,,
1315,1,282101,9.06,1,207440,26.47,207440,26.47,,2,164251,12.91,2,166222,1.20,373662,16.29,,3,249031,7.37,3,197072,20.86,570734,17.93,,4,190479,9.62,4,160132,15.93,730866,17.50,,5,217399,27.33,5,206606,4.96,937472,15.03,,6,264708,12.25,6,238539,9.89,1176011,14.03,,7,235090,25.33,7,263825,12.22,1439836,10.18,,8,261867,8.74,8,,,,,,9,215116,19.12,9,,,,,,10,169833,18.49,10,,,,,,11,205141,6.83,11,,,,,,12,208367,5.93,12,,,,,
1316,1,45334,4.67,1,173378,282.45,173378,282.45,,2,43091,43.32,2,216878,403.30,390256,341.34,,3,68398,33.56,3,373961,446.74,764216,387.31,,4,52825,6.07,4,121862,130.69,886078,322.65,,5,62355,21.82,5,212680,241.08,1098758,303.95,,6,47923,11.93,6,95875,100.06,1194633,273.41,,7,49467,30.07,7,40324,18.48,1234957,234.32,,8,53905,22.09,8,,,,,,9,181402,225.50,9,,,,,,10,239622,280.37,10,,,,,,11,401629,500.39,11,,,,,,12,910391,1575.08,12,,,,,
1319,1,1928354,9.83,1,2224016,15.33,2224016,15.33,,2,1875930,19.00,2,1752953,6.56,3976969,4.54,,3,2194363,2.33,3,2268169,3.36,6245138,4.11,,4,1871860,1.45,4,1878025,0.33,8123163,3.21,,5,1949889,4.60,5,2099362,7.67,10222525,4.09,,6,2141629,12.95,6,1828953,14.60,12051478,0.75,,7,1973881,1.12,7,1788599,9.39,13840077,0.69,,8,2046385,4.89,8,,,,,,9,2005463,5.66,9,,,,,,10,2021742,8.22,10,,,,,,11,2326706,7.04,11,,,,,,12,2109480,4.24,12,,,,,
1321,1,340518,2.73,1,462727,35.89,462727,35.89,,2,305541,28.06,2,310012,1.46,773058,19.72,,3,407365,5.48,3,416662,2.28,1189692,12.96,,4,347491,13.46,4,385970,11.07,1575772,12.49,,5,381713,7.20,5,472755,23.85,2048569,14.92,,6,344900,7.61,6,398664,15.59,2447247,15.03,,7,355216,10.37,7,385368,8.49,2832447,14.09,,8,396012,4.14,8,,,,,,9,417033,15.26,9,,,,,,10,353993,4.01,10,,,,,,11,384162,3.92,11,,,,,,12,435251,43.18,12,,,,,
1323,1,223216,15.19,1,285747,28.01,285747,28.01,,2,219747,8.12,2,234815,6.86,520563,17.52,,3,265030,0.49,3,304887,15.04,825450,16.59,,4,253875,2.14,4,318127,25.31,1143577,18.89,,5,279582,1.45,5,332325,18.86,1475902,18.89,,6,273972,1.14,6,334491,22.09,1810393,19.46,,7,237634,8.08,7,327578,37.85,2137971,21.96,,8,305609,14.83,8,,,,,,9,300731,7.47,9,,,,,,10,296872,18.19,10,,,,,,11,287147,7.91,11,,,,,,12,299664,10.89,12,,,,,
1324,1,87286,10.94,1,87808,0.60,87808,0.60,,2,79878,10.14,2,66470,16.79,154278,7.71,,3,119123,4.92,3,106782,10.36,261060,8.81,,4,98944,0.07,4,93946,5.05,355006,7.85,,5,90753,25.74,5,101081,11.38,456087,4.18,,6,102241,6.18,6,111503,9.06,567590,1.84,,7,103109,2.89,7,94371,8.47,661961,2.84,,8,97129,2.00,8,,,,,,9,107845,19.30,9,,,,,,10,115690,7.97,10,,,,,,11,105613,7.52,11,,,,,,12,119542,13.91,12,,,,,
1325,1,99204,13.52,1,81120,18.23,81120,18.23,,2,59603,15.26,2,65751,10.31,146871,7.52,,3,68944,32.55,3,82253,19.30,229124,0.60,,4,67473,7.06,4,62915,6.76,292039,1.08,,5,77036,19.55,5,81403,5.67,373442,0.32,,6,67015,17.36,6,73695,9.97,447137,1.79,,7,55781,22.29,7,59084,5.92,506221,2.26,,8,78331,11.67,8,,,,,,9,74969,0.00,9,,,,,,10,83092,11.36,10,,,,,,11,65771,29.82,11,,,,,,12,67991,29.05,12,,,,,
1326,1,30067100,22.08,1,33809637,12.45,33809637,12.45,,2,29675702,32.47,2,29988599,1.05,63798236,6.79,,3,29516729,2.60,3,35158316,19.11,98956552,10.86,,4,27618994,2.77,4,33118193,19.91,132074745,13.00,,5,26656879,1.72,5,32644221,22.46,164718966,14.76,,6,27892550,2.26,6,33934532,21.66,198653498,15.88,,7,29205867,4.41,7,34294487,17.42,232947985,16.11,,8,29378142,10.72,8,,,,,,9,29617886,16.46,9,,,,,,10,31681227,21.18,10,,,,,,11,31575535,16.61,11,,,,,,12,35534860,22.66,12,,,,,
1337,1,351534,34.02,1,157343,55.24,157343,55.24,,2,230504,4.70,2,62316,72.97,219659,62.26,,3,386646,19.46,3,133927,65.36,353586,63.50,,4,445210,11.05,4,113034,74.61,456841,67.70,,5,420586,17.15,5,124601,70.37,581442,68.31,,6,430312,15.45,6,119222,72.29,700664,69.07,,7,429699,14.28,7,120930,71.86,837701,68.91,,8,412927,26.37,8,,,,,,9,359863,23.60,9,,,,,,10,392664,18.33,10,,,,,,11,372938,23.70,11,,,,,,12,358628,29.94,12,,,,,
1338,1,583600,17.57,1,748276,28.22,748276,28.22,,2,530112,10.98,2,513613,3.11,1266842,14.48,,3,709069,1.67,3,714436,0.76,1983065,9.76,,4,571373,2.92,4,663925,16.20,2656946,12.29,,5,629496,9.28,5,694413,10.31,3358477,12.61,,6,689515,8.95,6,672697,2.44,4032621,9.92,,7,651879,10.80,7,661210,1.43,4685330,8.38,,8,679076,16.74,8,,,,,,9,696520,0.22,9,,,,,,10,708815,16.60,10,,,,,,11,772875,7.70,11,,,,,,12,746441,3.53,12,,,,,
1339,1,211968,5.26,1,273280,28.93,273280,28.93,,2,213972,57.67,2,179581,16.07,457399,7.39,,3,256209,4.39,3,266869,4.16,723546,6.01,,4,221397,24.71,4,231014,4.34,954489,5.59,,5,230594,23.02,5,267098,15.83,1221292,7.61,,6,228608,21.51,6,211349,7.55,1432671,5.10,,7,211473,9.29,7,214529,1.45,1647415,4.60,,8,212425,8.17,8,,,,,,9,241299,20.44,9,,,,,,10,244889,7.34,10,,,,,,11,290446,15.01,11,,,,,,12,268693,3.88,12,,,,,
