1213,0.09,-0.1,0.21,-0.2,0.03,0.01,0.26,0.09,0.14,0.04,-0.03,0.09,12.35,12.25,12.46,12.29,12.32,12.33,13.10,8.00,12.65,5.38,10.74,10.02,4.26,-6.08,5.43,-11.54,0.77,0.00,0.76,-0.81,1.72,-1.39,0.24,0.05,2.24,0.39,1.10,0.29,-0.23,0.62,19.81,-19.20,82.73,-52.87,31.30,-4.00,7.03,-17.80,8.19,-16.63,-8.63,8.56,1.60,-4.18,2.79,-3.37,-2.17,1.78,-3.36,-6.96,0.34,-3.31,-6.89,-1.10,79.33,-50.67,189.03,-79.97,162.41,-10.49,0.26,-54.09,11.62,-48.78,-25.04,36.00,0.07,-14.87,4.46,-7.82,-7.81,6.01,-11.78,-25.13,-11.17,-17.97,-24.43,-5.90,負轉正,-215.24,負轉正,-200.14,負轉正,-99.39,81.93,-220.03,68.60,負,-83.54,負轉正,28.19,-103.14,負轉正,-122.10,負,負轉正,30.07,-102.59,-29.20,-109.70,-148.36,負轉正,負轉正,-211.11,負轉正,-193.29,負轉正,-66.67,-10.00,-176.92,75.00,負,-66.67,負轉正,-2.60,-66.99,55.58,-70.38,-171.98,負轉正,25.72,-72.45,29.74,-85.19,-110.95,-1.39
1215,1.53,1.17,1.19,1.45,0.98,0.48,5.28,5.37,5.45,5.35,4.78,4.07,24.82,22.48,24.23,24.92,26.38,23.53,17.97,16.36,15.26,17.49,14.78,11.72,10.42,8.39,7.13,9.34,6.68,4.61,6.23,4.95,5.07,5.83,3.75,2.02,22.84,24.48,23.03,21.78,18.53,17.72,-1.29,0.29,8.02,-1.46,-2.90,6.17,12.38,10.56,9.44,5.37,3.66,9.74,2.90,2.45,2.33,1.33,0.88,2.33,11.30,11.32,11.98,9.31,7.17,7.04,-0.13,-8.67,0.74,12.97,-17.98,-15.78,40.97,19.98,13.55,3.80,-14.75,-21.39,8.86,4.26,2.95,0.99,-3.81,-5.24,43.79,33.47,30.33,18.00,4.27,-5.23,-4.16,-19.29,-8.11,28.99,-30.51,-26.72,57.06,16.22,6.14,-8.31,-33.52,-39.64,11.82,3.28,1.21,-2.42,-9.56,-10.09,73.90,48.08,39.77,14.06,-7.75,-19.69,-1.34,-23.53,1.71,21.93,-32.46,-51.02,61.05,8.33,5.31,-6.43,-35.95,-58.97,12.07,1.65,1.52,-1.78,-10.58,-14.84,84.64,50.30,36.61,13.59,-9.37,-24.07
1216,0.79,0.83,1.01,4.39,0.75,0.97,2.59,2.57,2.86,7.01,6.94,7.15,16.84,15.75,16.87,21.13,21.93,17.63,33.36,33.25,34.39,31.60,33.97,34.22,5.83,6.31,6.94,3.04,6.73,7.10,4.42,4.76,5.67,21.68,3.35,4.82,15.23,16.37,17.17,34.86,33.82,39.99,1.80,4.15,8.71,-12.86,9.98,5.82,-9.89,-4.53,1.30,0.43,8.50,10.24,-2.55,-1.18,0.35,0.10,2.04,2.51,-3.61,-4.70,-3.62,-3.27,1.30,5.08,9.26,3.78,12.46,-19.94,18.23,6.59,-12.20,-8.33,5.51,2.09,10.48,13.47,-3.24,-2.27,1.50,0.46,2.53,3.29,-4.80,-7.21,-4.55,-3.57,2.18,8.00,61.54,12.68,19.45,-61.76,143.03,11.70,-14.54,-6.98,76.84,-16.86,25.08,24.00,-4.52,-2.35,16.68,-2.55,6.29,6.38,-8.14,-12.45,11.50,6.00,18.01,28.56,248.25,5.06,21.69,334.74,-82.92,29.33,3.95,-1.19,38.36,1835.61,-5.06,16.87,1.19,-0.60,11.06,145.13,-1.01,3.10,4.60,0.72,9.78,173.83,167.88,177.84
1217,-0.05,-0.07,0.13,0.27,0.08,-0.07,0.22,0.26,0.35,0.27,0.41,0.4,10.64,10.63,10.76,10.95,11.26,11.29,29.83,32.64,32.62,29.78,31.66,34.46,-0.93,-2.88,3.50,-2.89,3.33,1.05,-0.38,-0.54,1.10,2.21,0.65,-0.50,2.09,2.43,3.01,2.39,3.40,3.40,16.53,-0.36,62.07,-48.63,32.77,-7.23,2.97,-8.39,8.41,-3.33,10.14,2.55,0.65,-2.06,2.88,-0.64,2.28,0.56,-2.77,-1.83,3.28,0.78,2.41,5.15,26.31,9.00,61.97,-53.10,41.15,0.99,0.64,-15.66,10.87,4.59,16.88,8.29,0.14,-4.33,3.87,0.78,3.60,1.86,-3.80,-6.05,-0.21,0.29,3.76,10.48,負,負,負轉正,-142.36,負轉正,-70.88,負,負,18.50,負,負轉正,負轉正,負,負,負,負,負轉正,97.06,負,負,負,負,負轉正,負轉正,-114.87,負,負轉正,105.44,-70.05,-187.50,負,負,116.67,-20.55,負轉正,負,3.67,21.60,32.27,-22.89,53.45,-4.66,37.48,48.59,負轉正,28.57,90.31,49.22
1218,0.0,-0.01,0.89,0.05,0.19,0.28,0.2,-0.04,0.43,0.93,0.93,1.11,10.24,10.23,11.07,11.19,12.83,12.7,15.41,17.36,20.63,15.19,16.54,18.95,-0.91,-4.78,4.98,-2.35,0.98,1.40,0.04,-0.13,8.39,0.44,1.61,2.17,2.01,-0.35,3.98,8.69,8.16,11.10,-8.48,2.65,21.07,-17.78,0.85,8.52,-1.74,-9.33,-3.53,-6.48,3.05,8.94,-0.39,-2.34,-1.03,-1.62,0.71,2.12,2.81,-1.06,-1.90,-5.29,-4.24,0.14,-11.91,15.69,43.81,-39.46,9.86,24.32,-5.92,-13.37,1.63,-11.28,10.65,18.92,-1.22,-3.50,0.54,-2.58,2.21,4.44,7.17,-1.87,-1.15,-6.63,-3.39,4.55,-142.38,負,負轉正,-138.82,負轉正,55.34,負,-451.10,9.98,-211.53,負轉正,負轉正,-1.35,-76.23,28.58,-180.38,負,負轉正,負轉正,3313.97,-20.05,-124.24,-101.37,223.23,負轉正,前期為零,負轉正,-94.56,292.14,47.37,-100.00,-104.35,111.90,負轉正,前期為零,負轉正,-45.23,-118.88,負轉正,114.66,0.01,19.86,-65.00,-104.54,-53.59,158.33,371.71,負轉正
1219,0.11,-0.02,0.09,0.25,0.15,0.11,0.46,0.33,0.29,0.44,0.47,0.62,12.19,11.88,11.86,12.12,12.25,12.06,8.16,6.35,9.17,9.29,9.32,8.02,-0.02,-1.67,0.39,1.53,2.01,0.65,0.07,-0.89,0.34,1.88,1.13,0.39,0.86,-0.52,-0.34,1.41,2.47,3.79,-5.06,-11.54,6.52,5.03,2.65,3.09,7.70,-6.41,0.25,-6.04,1.58,18.38,1.85,-1.54,0.06,-1.64,0.41,4.24,11.23,5.58,3.97,-1.30,-2.69,3.02,-9.89,-31.24,53.90,6.41,3.03,-11.36,-0.68,-39.16,6.93,1.47,16.02,49.56,-0.16,-10.46,1.81,0.42,4.14,8.45,13.18,-8.98,-7.61,-8.60,-4.67,15.47,負,負,負轉正,317.79,34.62,-66.46,-101.52,-202.46,53.08,負轉正,負轉正,負轉正,-43.65,-194.45,負,負轉正,532.20,88.31,-41.29,-131.52,-133.27,-85.46,63.14,負轉正,1.29,-118.18,負轉正,179.69,-40.41,-26.67,-15.38,-114.29,-25.00,131.78,36.36,負轉正,-6.58,-27.47,-12.25,51.03,6.90,31.60,23.64,-36.15,-48.07,-10.20,2.75,86.44
1220,0.05,0.13,0.19,0.06,0.18,0.14,0.77,0.62,0.57,0.44,0.56,0.58,12.76,12.25,12.41,12.52,12.71,12.45,13.05,11.12,12.92,9.73,11.49,15.79,3.54,2.50,4.64,1.97,3.01,6.94,0.24,1.21,1.55,0.55,1.41,1.36,6.52,5.43,5.78,3.52,4.63,4.92,-33.02,14.61,11.50,5.19,-13.98,9.79,-23.17,-27.31,-8.62,-9.97,15.63,10.77,-5.23,-7.87,-2.39,-3.03,3.28,2.51,-12.01,-19.42,-17.79,-17.36,-9.94,0.20,-24.95,-2.32,29.48,-20.79,1.63,50.82,-30.80,-48.19,-12.83,-24.82,1.81,57.21,-7.28,-16.03,-3.91,-7.23,0.43,13.11,-6.03,-28.49,-27.39,-30.59,-24.82,1.27,9.62,-19.02,106.99,-55.43,31.72,153.16,-57.61,-77.56,-17.83,-18.11,-1.60,207.61,-15.23,-37.02,-7.64,-3.76,-0.38,39.87,-20.13,-59.30,-58.15,-52.55,-44.23,23.86,-75.69,160.00,46.15,-68.15,197.44,-22.22,-73.68,-58.06,-17.39,-70.57,260.00,7.69,-16.79,-19.97,-8.31,-22.52,26.18,4.21,-12.96,-38.97,-36.80,-52.69,-28.26,-6.58
1225,0.37,0.33,0.41,0.02,0.38,0.34,1.69,1.59,1.64,1.13,1.14,1.15,15.0,14.14,14.6,14.61,15.04,14.12,9.72,9.83,10.19,8.82,8.98,8.62,4.61,4.22,4.72,3.91,3.81,3.48,2.69,2.47,3.12,0.56,2.61,2.36,12.89,12.69,12.26,8.76,8.47,8.95,-12.05,0.35,2.20,3.28,0.27,-4.52,3.01,-1.77,0.49,-6.83,6.21,1.06,0.70,-0.43,0.12,-1.87,1.52,0.26,2.58,1.50,1.87,-1.48,-0.69,0.00,-19.99,1.53,5.90,-10.63,2.16,-8.33,-4.00,-18.21,-2.28,-23.12,-1.83,-11.37,-0.90,-4.92,-0.58,-6.66,-0.45,-2.86,29.82,4.79,-1.21,-12.56,-12.16,-10.26,-23.43,-8.12,14.38,-14.42,-2.21,-12.86,-14.49,-37.13,-4.26,-31.14,-12.06,-16.59,-3.37,-11.15,-1.08,-9.51,-3.12,-4.07,-40.37,-53.84,-56.22,-23.15,-22.95,-16.81,-28.04,-10.81,24.24,-95.23,1842.44,-10.53,-13.95,-23.26,7.89,-96.20,2.70,3.03,-3.76,-6.04,2.91,-31.01,0.54,1.34,-39.83,-50.70,-50.95,-35.80,-32.93,-27.66
1227,0.68,0.24,0.77,0.73,0.82,0.39,2.68,2.39,2.42,2.39,2.57,2.74,16.56,15.35,15.57,16.28,17.31,15.62,28.83,26.43,29.26,26.96,30.87,27.77,12.09,6.24,12.05,10.94,13.09,5.66,4.08,1.54,5.12,4.65,4.80,2.31,16.25,16.00,15.92,15.01,15.40,17.81,-13.75,-15.22,33.99,-3.63,4.32,-32.46,-12.53,5.16,7.02,-5.57,14.21,-9.02,-3.44,1.03,1.83,-1.56,3.48,-1.81,1.51,2.27,4.14,-2.20,4.81,1.86,-9.48,-22.26,48.33,-11.21,19.48,-39.25,-21.21,-6.69,7.71,-7.33,22.33,-4.41,-6.29,-1.39,2.09,-2.01,5.65,-0.82,-6.68,-7.84,-3.38,-7.56,4.22,4.82,-1.78,-56.21,158.59,-12.54,24.82,-70.79,-26.97,-23.89,29.59,-2.74,23.61,-17.53,-9.62,-3.96,7.76,-0.78,6.63,-2.02,-14.01,-19.51,-4.23,-7.19,9.50,11.71,-15.64,-64.71,220.83,-4.76,11.81,-52.44,-38.74,-54.72,10.00,-9.02,20.59,62.50,-10.09,-10.72,1.21,-1.28,7.34,6.75,-21.80,-31.07,-15.21,-19.80,-4.25,14.49
1229,0.5,0.68,1.27,0.71,0.57,0.67,2.48,2.53,2.93,3.11,3.2,3.2,24.86,24.93,25.08,26.37,27.6,26.83,22.71,21.80,20.64,19.63,16.62,16.30,11.12,10.13,9.19,9.44,5.87,5.54,2.04,2.66,5.19,2.76,2.11,2.47,10.39,10.58,12.08,12.49,12.40,12.73,-9.64,4.58,1.74,2.99,-3.02,3.22,-12.10,-9.50,-6.18,-0.97,6.29,4.90,-3.03,-2.50,-1.64,-0.25,1.49,1.20,-5.52,-8.28,-8.77,-7.24,-2.91,0.78,-16.91,0.41,-3.68,-2.05,-17.91,1.23,-6.42,-7.90,-19.03,-21.28,-22.23,-21.59,-1.50,-1.92,-5.16,-6.14,-5.67,-5.87,29.13,11.43,-3.67,-14.00,-17.64,-20.96,-24.73,-4.76,-7.62,5.74,-39.72,-2.60,-12.90,-18.13,-33.51,-29.97,-43.92,-42.65,-2.98,-4.38,-9.63,-9.57,-11.67,-12.22,55.25,17.44,-9.32,-24.19,-30.98,-36.64,-10.64,36.00,86.76,-43.91,-19.98,17.54,31.58,3.03,62.82,27.30,14.00,-1.47,4.64,1.86,15.82,6.30,3.01,-0.03,50.99,67.14,54.14,31.22,29.18,26.77
1231,0.47,0.46,0.83,0.82,0.84,0.42,2.75,2.68,2.68,2.54,2.92,2.91,20.04,18.77,18.82,19.45,20.34,19.35,20.44,19.55,21.34,20.77,22.76,17.86,5.32,4.19,7.44,7.60,7.47,3.89,2.33,2.37,4.50,4.30,4.21,2.12,13.89,14.51,14.41,13.24,14.82,15.59,0.02,-7.59,17.89,-10.53,17.38,-13.19,4.21,7.78,9.63,-2.50,14.41,7.48,1.06,1.73,2.44,-0.62,3.61,1.67,4.92,5.96,8.54,4.67,7.31,7.25,-10.82,-11.61,28.67,-12.92,28.65,-31.89,-6.24,7.50,16.22,-11.68,27.41,-1.82,-1.67,1.57,3.98,-3.16,6.83,-0.38,7.03,3.78,9.43,0.57,9.27,7.17,-41.68,-27.21,109.57,-8.61,15.38,-54.82,-25.34,-30.27,40.07,-18.70,60.85,-0.16,-6.54,-6.52,9.63,-6.45,13.09,-0.02,24.68,-3.36,3.95,-10.40,8.42,15.96,-53.29,-2.13,80.43,-1.18,2.41,-50.00,-44.05,-9.80,9.21,-18.48,78.72,-8.70,-10.58,-2.33,-0.15,-5.13,15.12,-0.62,5.96,-7.11,-4.25,-17.26,6.52,8.38
1232,1.06,1.26,1.46,1.32,1.23,1.46,5.54,5.12,5.39,5.11,5.27,5.49,24.56,20.83,22.29,23.57,24.81,21.26,9.06,9.84,10.64,10.41,10.43,10.79,5.44,5.78,6.59,6.23,6.20,6.35,4.45,5.56,6.84,5.78,5.15,6.35,22.87,24.72,24.52,21.80,21.50,26.16,-5.79,-7.48,4.70,-1.57,-1.59,3.56,11.74,-4.33,-6.66,-10.18,-6.17,5.02,2.65,-1.03,-1.72,-2.73,-1.60,1.23,5.28,3.87,1.32,-2.87,-6.90,-4.78,-12.69,0.48,13.15,-3.73,-1.39,7.16,3.39,-16.66,6.69,-4.43,7.93,15.10,0.75,-4.55,1.69,-1.18,1.87,3.52,11.44,-1.01,0.45,-3.37,-2.29,5.97,-15.09,-1.71,19.37,-7.07,-2.02,6.09,2.82,-27.20,6.19,-7.41,6.84,15.31,0.60,-7.93,1.60,-2.01,1.61,3.49,13.40,-4.71,-3.11,-7.79,-6.86,4.69,-34.32,18.87,15.87,-9.47,-6.94,18.70,-2.75,-25.44,22.69,-18.11,16.04,15.87,-0.73,-7.63,5.35,-5.20,3.11,4.16,4.72,-12.78,0.88,-8.42,-4.88,7.27
1233,0.5,0.44,0.54,0.45,0.43,0.61,1.81,1.77,1.98,1.94,1.88,2.03,15.71,14.8,15.37,16.54,16.9,16.28,57.83,56.66,57.07,56.05,58.11,57.70,11.22,8.40,9.68,6.88,9.15,8.16,3.18,2.89,3.59,2.82,2.54,3.70,11.33,12.07,13.13,11.99,11.39,13.06,0.75,-6.38,4.83,-0.13,3.31,-3.64,-2.10,-0.88,3.60,-1.25,1.25,4.23,-0.55,-0.21,0.88,-0.32,0.32,1.01,-0.09,-1.15,0.15,-0.21,0.67,1.90,4.12,-8.29,5.60,-1.92,7.11,-4.32,-1.05,-0.62,5.25,-1.10,1.74,6.14,-0.28,-0.15,1.27,-0.27,0.45,1.46,-0.36,-0.87,1.17,0.56,1.30,2.94,32.95,-29.91,20.74,-29.02,37.48,-14.10,4.99,-6.32,46.57,-20.14,-17.41,1.22,1.57,-1.54,8.87,-4.59,-5.53,0.29,9.26,-0.59,10.17,3.88,-3.38,-1.59,-0.48,-12.00,22.73,-15.89,-5.33,41.86,-9.09,-6.38,58.82,-9.60,-14.00,38.64,-3.12,-2.24,11.96,-2.16,-3.33,8.07,-16.99,-23.18,-8.01,3.74,3.53,14.44
